participant,blocknum,blockcode,trialnum,trialcode,response,correct,latency,stimuli,Condition,block.type,block
66,10,Lattebad,53,badleft,18,1,765,odio,DGMB,test,testMilkBad
66,10,Lattebad,55,latteleft,18,1,598,latte5,DGMB,test,testMilkBad
66,10,Lattebad,57,badleft,18,1,1701,brutto,DGMB,test,testMilkBad
66,10,Lattebad,59,fondenteright,23,1,791,fond3,DGMB,test,testMilkBad
66,10,Lattebad,61,badleft,18,1,843,agonia,DGMB,test,testMilkBad
66,10,Lattebad,63,fondenteright,23,1,1065,fond1,DGMB,test,testMilkBad
66,10,Lattebad,65,goodright,23,1,973,bello,DGMB,test,testMilkBad
66,10,Lattebad,67,latteleft,18,1,894,latte1,DGMB,test,testMilkBad
66,10,Lattebad,69,goodright,23,1,767,buono,DGMB,test,testMilkBad
66,10,Lattebad,71,latteleft,18,1,800,latte6,DGMB,test,testMilkBad
66,10,Lattebad,73,goodright,23,1,1247,meraviglioso,DGMB,test,testMilkBad
66,10,Lattebad,75,fondenteright,23,1,847,fond5,DGMB,test,testMilkBad
66,10,Lattebad,77,badleft,18,1,790,cattivo,DGMB,test,testMilkBad
66,10,Lattebad,79,fondenteright,23,1,882,fond4,DGMB,test,testMilkBad
66,10,Lattebad,81,goodright,23,1,904,eccellente,DGMB,test,testMilkBad
66,10,Lattebad,83,fondenteright,23,1,532,fond2,DGMB,test,testMilkBad
66,10,Lattebad,85,goodright,23,1,645,ridere,DGMB,test,testMilkBad
66,10,Lattebad,87,latteleft,18,1,831,latte2,DGMB,test,testMilkBad
66,10,Lattebad,89,goodright,23,1,1626,amore,DGMB,test,testMilkBad
66,10,Lattebad,91,latteleft,18,1,637,latte4,DGMB,test,testMilkBad
66,10,Lattebad,93,goodright,23,1,1148,piacere,DGMB,test,testMilkBad
66,10,Lattebad,95,latteleft,18,1,719,latte3,DGMB,test,testMilkBad
66,10,Lattebad,97,badleft,18,1,1118,fallimento,DGMB,test,testMilkBad
66,10,Lattebad,99,fondenteright,23,1,500,fond3,DGMB,test,testMilkBad
66,10,Lattebad,101,badleft,18,1,734,nocivo,DGMB,test,testMilkBad
66,10,Lattebad,103,latteleft,23,0,583,latte7,DGMB,test,testMilkBad
66,10,Lattebad,105,badleft,18,1,899,terribile,DGMB,test,testMilkBad
66,10,Lattebad,107,fondenteright,23,1,1615,fond7,DGMB,test,testMilkBad
66,10,Lattebad,109,goodright,23,1,679,felicità,DGMB,test,testMilkBad
66,10,Lattebad,111,fondenteright,23,1,702,fond6,DGMB,test,testMilkBad
66,10,Lattebad,113,badleft,18,1,1119,fallimento,DGMB,test,testMilkBad
66,10,Lattebad,115,fondenteright,18,0,1021,fond1,DGMB,test,testMilkBad
66,10,Lattebad,117,goodright,23,1,726,bello,DGMB,test,testMilkBad
66,10,Lattebad,119,fondenteright,18,0,743,fond3,DGMB,test,testMilkBad
66,10,Lattebad,121,goodright,23,1,1051,gloria,DGMB,test,testMilkBad
66,14,Fondentebad,2,badleft,18,1,725,orribile,MGDB,practice,practiceMilkGood
66,14,Fondentebad,4,latteright,23,1,774,latte2,MGDB,practice,practiceMilkGood
66,14,Fondentebad,6,goodright,23,1,1367,meraviglioso,MGDB,practice,practiceMilkGood
66,14,Fondentebad,8,fondenteleft,18,1,568,fond6,MGDB,practice,practiceMilkGood
66,14,Fondentebad,10,badleft,18,1,695,terribile,MGDB,practice,practiceMilkGood
66,14,Fondentebad,12,fondenteleft,18,1,496,fond5,MGDB,practice,practiceMilkGood
66,14,Fondentebad,14,goodright,23,1,1050,buono,MGDB,practice,practiceMilkGood
66,14,Fondentebad,16,fondenteleft,18,1,643,fond4,MGDB,practice,practiceMilkGood
66,14,Fondentebad,18,badleft,18,1,953,fallimento,MGDB,practice,practiceMilkGood
66,14,Fondentebad,20,latteright,23,1,528,latte3,MGDB,practice,practiceMilkGood
66,14,Fondentebad,22,goodright,23,1,615,gloria,MGDB,practice,practiceMilkGood
66,14,Fondentebad,24,latteright,23,1,464,latte6,MGDB,practice,practiceMilkGood
66,14,Fondentebad,26,badleft,18,1,789,nocivo,MGDB,practice,practiceMilkGood
66,14,Fondentebad,28,latteright,23,1,1648,latte5,MGDB,practice,practiceMilkGood
66,14,Fondentebad,30,goodright,23,1,790,paradiso,MGDB,practice,practiceMilkGood
66,14,Fondentebad,32,fondenteleft,18,1,609,fond1,MGDB,practice,practiceMilkGood
66,14,Fondentebad,34,badleft,18,1,1507,agonia,MGDB,practice,practiceMilkGood
66,14,Fondentebad,36,latteright,23,1,678,latte1,MGDB,practice,practiceMilkGood
66,14,Fondentebad,38,badleft,18,1,1253,male,MGDB,practice,practiceMilkGood
66,14,Fondentebad,40,fondenteleft,18,1,669,fond7,MGDB,practice,practiceMilkGood
66,14,Fondentebad,43,fondenteleft,18,1,1266,fond3,MGDB,test,testMilkGood
66,14,Fondentebad,45,goodright,23,1,869,felicità,MGDB,test,testMilkGood
66,14,Fondentebad,47,latteright,23,1,2089,latte7,MGDB,test,testMilkGood
66,14,Fondentebad,49,badleft,18,1,741,cattivo,MGDB,test,testMilkGood
66,14,Fondentebad,51,latteright,23,1,833,latte4,MGDB,test,testMilkGood
66,14,Fondentebad,53,goodright,23,1,1029,pace,MGDB,test,testMilkGood
66,14,Fondentebad,55,fondenteleft,18,1,497,fond2,MGDB,test,testMilkGood
66,14,Fondentebad,57,badleft,18,1,747,schifo,MGDB,test,testMilkGood
66,14,Fondentebad,59,fondenteleft,18,1,742,fond1,MGDB,test,testMilkGood
66,14,Fondentebad,61,goodright,23,1,719,amore,MGDB,test,testMilkGood
66,14,Fondentebad,63,latteright,23,1,534,latte7,MGDB,test,testMilkGood
66,14,Fondentebad,65,goodright,23,1,488,gioia,MGDB,test,testMilkGood
66,14,Fondentebad,67,fondenteleft,18,1,705,fond5,MGDB,test,testMilkGood
66,14,Fondentebad,69,goodright,23,1,574,bello,MGDB,test,testMilkGood
66,14,Fondentebad,71,fondenteleft,18,1,631,fond4,MGDB,test,testMilkGood
66,14,Fondentebad,73,goodright,23,1,1035,stupendo,MGDB,test,testMilkGood
66,14,Fondentebad,75,latteright,18,0,505,latte2,MGDB,test,testMilkGood
66,14,Fondentebad,77,goodright,23,1,1214,piacere,MGDB,test,testMilkGood
66,14,Fondentebad,79,fondenteleft,18,1,790,fond3,MGDB,test,testMilkGood
66,14,Fondentebad,81,badleft,18,1,954,brutto,MGDB,test,testMilkGood
66,14,Fondentebad,83,fondenteleft,18,1,424,fond2,MGDB,test,testMilkGood
66,14,Fondentebad,85,badleft,18,1,557,dolore,MGDB,test,testMilkGood
66,14,Fondentebad,87,latteright,23,1,556,latte6,MGDB,test,testMilkGood
66,14,Fondentebad,89,badleft,18,1,1083,disastro,MGDB,test,testMilkGood
66,14,Fondentebad,91,latteright,23,1,553,latte5,MGDB,test,testMilkGood
66,14,Fondentebad,93,badleft,18,1,1237,odio,MGDB,test,testMilkGood
66,14,Fondentebad,95,latteright,23,1,579,latte4,MGDB,test,testMilkGood
66,14,Fondentebad,97,goodright,23,1,1613,eccellente,MGDB,test,testMilkGood
66,14,Fondentebad,99,latteright,23,1,620,latte3,MGDB,test,testMilkGood
66,14,Fondentebad,101,goodright,23,1,662,ridere,MGDB,test,testMilkGood
66,14,Fondentebad,103,latteright,23,1,426,latte1,MGDB,test,testMilkGood
66,14,Fondentebad,105,badleft,18,1,1758,fastidioso,MGDB,test,testMilkGood
66,14,Fondentebad,107,fondenteleft,18,1,779,fond7,MGDB,test,testMilkGood
66,14,Fondentebad,109,goodright,23,1,861,paradiso,MGDB,test,testMilkGood
66,14,Fondentebad,111,fondenteleft,18,1,1145,fond6,MGDB,test,testMilkGood
66,14,Fondentebad,113,badleft,18,1,780,disastro,MGDB,test,testMilkGood
66,14,Fondentebad,115,latteright,23,1,584,latte4,MGDB,test,testMilkGood
66,14,Fondentebad,117,badleft,18,1,620,nocivo,MGDB,test,testMilkGood
66,14,Fondentebad,119,fondenteleft,18,1,752,fond4,MGDB,test,testMilkGood
66,14,Fondentebad,121,goodright,23,1,612,eccellente,MGDB,test,testMilkGood
67,10,Lattebad,2,badleft,18,1,968,terribile,DGMB,practice,practiceMilkBad
67,10,Lattebad,4,latteleft,18,1,984,latte1,DGMB,practice,practiceMilkBad
67,10,Lattebad,6,goodright,18,0,2980,eccellente,DGMB,practice,practiceMilkBad
67,10,Lattebad,8,fondenteright,23,1,3514,fond2,DGMB,practice,practiceMilkBad
67,10,Lattebad,10,badleft,18,1,1394,orribile,DGMB,practice,practiceMilkBad
67,10,Lattebad,12,latteleft,18,1,1639,latte2,DGMB,practice,practiceMilkBad
67,10,Lattebad,14,badleft,18,1,2205,fallimento,DGMB,practice,practiceMilkBad
67,10,Lattebad,16,latteleft,18,1,793,latte3,DGMB,practice,practiceMilkBad
67,10,Lattebad,18,goodright,23,1,1237,ridere,DGMB,practice,practiceMilkBad
67,10,Lattebad,20,latteleft,18,1,675,latte7,DGMB,practice,practiceMilkBad
67,10,Lattebad,22,goodright,23,1,967,paradiso,DGMB,practice,practiceMilkBad
67,10,Lattebad,24,fondenteright,23,1,695,fond3,DGMB,practice,practiceMilkBad
67,10,Lattebad,26,badleft,18,1,2169,male,DGMB,practice,practiceMilkBad
67,10,Lattebad,28,fondenteright,18,0,528,fond1,DGMB,practice,practiceMilkBad
67,10,Lattebad,30,goodright,23,1,1759,gloria,DGMB,practice,practiceMilkBad
67,10,Lattebad,32,fondenteright,23,1,1412,fond5,DGMB,practice,practiceMilkBad
67,10,Lattebad,34,goodright,23,1,1357,stupendo,DGMB,practice,practiceMilkBad
67,10,Lattebad,36,latteleft,18,1,738,latte5,DGMB,practice,practiceMilkBad
67,10,Lattebad,38,badleft,23,0,1084,dolore,DGMB,practice,practiceMilkBad
67,10,Lattebad,40,fondenteright,23,1,3865,fond7,DGMB,practice,practiceMilkBad
67,10,Lattebad,43,fondenteright,23,1,1491,fond4,DGMB,test,testMilkBad
67,10,Lattebad,45,goodright,23,1,740,bello,DGMB,test,testMilkBad
67,10,Lattebad,47,fondenteright,23,1,704,fond6,DGMB,test,testMilkBad
67,10,Lattebad,49,badleft,23,0,612,schifo,DGMB,test,testMilkBad
67,10,Lattebad,51,latteleft,18,1,741,latte6,DGMB,test,testMilkBad
67,10,Lattebad,53,badleft,18,1,1366,nocivo,DGMB,test,testMilkBad
67,10,Lattebad,55,latteleft,18,1,1318,latte4,DGMB,test,testMilkBad
67,10,Lattebad,57,goodright,23,1,708,pace,DGMB,test,testMilkBad
67,10,Lattebad,59,latteleft,18,1,800,latte2,DGMB,test,testMilkBad
67,10,Lattebad,61,goodright,23,1,711,piacere,DGMB,test,testMilkBad
67,10,Lattebad,63,latteleft,18,1,1618,latte3,DGMB,test,testMilkBad
67,10,Lattebad,65,badleft,18,1,779,fastidioso,DGMB,test,testMilkBad
67,10,Lattebad,67,latteleft,18,1,615,latte6,DGMB,test,testMilkBad
67,10,Lattebad,69,goodright,18,0,864,meraviglioso,DGMB,test,testMilkBad
67,10,Lattebad,71,latteleft,18,1,1732,latte5,DGMB,test,testMilkBad
67,10,Lattebad,73,goodright,23,1,1420,amore,DGMB,test,testMilkBad
67,10,Lattebad,75,fondenteright,23,1,583,fond5,DGMB,test,testMilkBad
67,10,Lattebad,77,badleft,18,1,1139,odio,DGMB,test,testMilkBad
67,10,Lattebad,79,latteleft,18,1,758,latte1,DGMB,test,testMilkBad
67,10,Lattebad,81,goodright,23,1,1253,buono,DGMB,test,testMilkBad
67,10,Lattebad,83,fondenteright,23,1,717,fond1,DGMB,test,testMilkBad
67,10,Lattebad,85,badleft,23,0,1076,agonia,DGMB,test,testMilkBad
67,10,Lattebad,87,fondenteright,23,1,1050,fond7,DGMB,test,testMilkBad
67,10,Lattebad,89,badleft,18,1,1307,disastro,DGMB,test,testMilkBad
67,10,Lattebad,91,fondenteright,23,1,902,fond3,DGMB,test,testMilkBad
67,10,Lattebad,93,badleft,18,1,1407,cattivo,DGMB,test,testMilkBad
67,10,Lattebad,95,fondenteright,23,1,1535,fond2,DGMB,test,testMilkBad
67,10,Lattebad,97,goodright,23,1,1151,gioia,DGMB,test,testMilkBad
67,10,Lattebad,99,fondenteright,23,1,1690,fond4,DGMB,test,testMilkBad
67,10,Lattebad,101,badleft,18,1,1387,brutto,DGMB,test,testMilkBad
67,10,Lattebad,103,latteleft,18,1,822,latte7,DGMB,test,testMilkBad
67,10,Lattebad,105,goodright,23,1,1167,felicità,DGMB,test,testMilkBad
67,10,Lattebad,107,latteleft,18,1,943,latte4,DGMB,test,testMilkBad
67,10,Lattebad,109,goodright,23,1,1187,pace,DGMB,test,testMilkBad
67,10,Lattebad,111,fondenteright,23,1,1398,fond6,DGMB,test,testMilkBad
67,10,Lattebad,113,badleft,18,1,956,agonia,DGMB,test,testMilkBad
67,10,Lattebad,115,latteleft,18,1,722,latte1,DGMB,test,testMilkBad
67,10,Lattebad,117,badleft,18,1,1841,odio,DGMB,test,testMilkBad
67,10,Lattebad,119,fondenteright,23,1,710,fond3,DGMB,test,testMilkBad
67,10,Lattebad,121,goodright,23,1,1986,felicità,DGMB,test,testMilkBad
67,14,Fondentebad,2,badleft,18,1,1184,disastro,MGDB,practice,practiceMilkGood
67,14,Fondentebad,4,fondenteleft,18,1,692,fond6,MGDB,practice,practiceMilkGood
67,14,Fondentebad,6,badleft,18,1,773,orribile,MGDB,practice,practiceMilkGood
67,14,Fondentebad,8,latteright,23,1,694,latte4,MGDB,practice,practiceMilkGood
67,14,Fondentebad,10,goodright,23,1,672,amore,MGDB,practice,practiceMilkGood
67,14,Fondentebad,12,fondenteleft,18,1,614,fond5,MGDB,practice,practiceMilkGood
67,14,Fondentebad,14,goodright,23,1,1049,gloria,MGDB,practice,practiceMilkGood
67,14,Fondentebad,16,fondenteleft,18,1,801,fond1,MGDB,practice,practiceMilkGood
67,14,Fondentebad,18,badleft,18,1,879,nocivo,MGDB,practice,practiceMilkGood
67,14,Fondentebad,20,fondenteleft,18,1,622,fond7,MGDB,practice,practiceMilkGood
67,14,Fondentebad,22,goodright,23,1,639,pace,MGDB,practice,practiceMilkGood
67,14,Fondentebad,24,latteright,23,1,558,latte3,MGDB,practice,practiceMilkGood
67,14,Fondentebad,26,badleft,18,1,661,brutto,MGDB,practice,practiceMilkGood
67,14,Fondentebad,28,latteright,23,1,801,latte5,MGDB,practice,practiceMilkGood
67,14,Fondentebad,30,goodright,23,1,623,felicità,MGDB,practice,practiceMilkGood
67,14,Fondentebad,32,latteright,23,1,995,latte2,MGDB,practice,practiceMilkGood
67,14,Fondentebad,34,badleft,18,1,1559,schifo,MGDB,practice,practiceMilkGood
67,14,Fondentebad,36,fondenteleft,18,1,516,fond2,MGDB,practice,practiceMilkGood
67,14,Fondentebad,38,goodright,23,1,891,ridere,MGDB,practice,practiceMilkGood
67,14,Fondentebad,40,latteright,23,1,533,latte6,MGDB,practice,practiceMilkGood
67,14,Fondentebad,43,latteright,23,1,760,latte7,MGDB,test,testMilkGood
67,14,Fondentebad,45,badleft,18,1,767,odio,MGDB,test,testMilkGood
67,14,Fondentebad,47,latteright,23,1,792,latte1,MGDB,test,testMilkGood
67,14,Fondentebad,49,goodright,23,1,708,meraviglioso,MGDB,test,testMilkGood
67,14,Fondentebad,51,fondenteleft,18,1,640,fond4,MGDB,test,testMilkGood
67,14,Fondentebad,53,badleft,18,1,743,agonia,MGDB,test,testMilkGood
67,14,Fondentebad,55,latteright,23,1,994,latte4,MGDB,test,testMilkGood
67,14,Fondentebad,57,badleft,18,1,2406,dolore,MGDB,test,testMilkGood
67,14,Fondentebad,59,fondenteleft,18,1,1042,fond3,MGDB,test,testMilkGood
67,14,Fondentebad,61,goodright,23,1,792,eccellente,MGDB,test,testMilkGood
67,14,Fondentebad,63,latteright,23,1,1015,latte6,MGDB,test,testMilkGood
67,14,Fondentebad,65,badleft,18,1,904,cattivo,MGDB,test,testMilkGood
67,14,Fondentebad,67,fondenteleft,18,1,884,fond1,MGDB,test,testMilkGood
67,14,Fondentebad,69,goodright,23,1,610,piacere,MGDB,test,testMilkGood
67,14,Fondentebad,71,fondenteleft,18,1,1059,fond3,MGDB,test,testMilkGood
67,14,Fondentebad,73,badleft,18,1,812,fallimento,MGDB,test,testMilkGood
67,14,Fondentebad,75,fondenteleft,18,1,829,fond5,MGDB,test,testMilkGood
67,14,Fondentebad,77,goodright,23,1,1041,stupendo,MGDB,test,testMilkGood
67,14,Fondentebad,79,latteright,23,1,895,latte5,MGDB,test,testMilkGood
67,14,Fondentebad,81,badleft,18,1,736,terribile,MGDB,test,testMilkGood
67,14,Fondentebad,83,fondenteleft,18,1,578,fond4,MGDB,test,testMilkGood
67,14,Fondentebad,85,badleft,18,1,843,male,MGDB,test,testMilkGood
67,14,Fondentebad,87,latteright,23,1,610,latte7,MGDB,test,testMilkGood
67,14,Fondentebad,89,goodright,23,1,915,bello,MGDB,test,testMilkGood
67,14,Fondentebad,91,latteright,23,1,666,latte3,MGDB,test,testMilkGood
67,14,Fondentebad,93,goodright,23,1,1174,buono,MGDB,test,testMilkGood
67,14,Fondentebad,95,fondenteleft,18,1,710,fond2,MGDB,test,testMilkGood
67,14,Fondentebad,97,badleft,18,1,874,fastidioso,MGDB,test,testMilkGood
67,14,Fondentebad,99,fondenteleft,18,1,673,fond6,MGDB,test,testMilkGood
67,14,Fondentebad,101,goodright,23,1,893,gioia,MGDB,test,testMilkGood
67,14,Fondentebad,103,latteright,23,1,981,latte2,MGDB,test,testMilkGood
67,14,Fondentebad,105,goodright,23,1,1767,paradiso,MGDB,test,testMilkGood
67,14,Fondentebad,107,fondenteleft,18,1,606,fond7,MGDB,test,testMilkGood
67,14,Fondentebad,109,goodright,18,0,637,bello,MGDB,test,testMilkGood
67,14,Fondentebad,111,fondenteleft,18,1,2380,fond4,MGDB,test,testMilkGood
67,14,Fondentebad,113,badleft,18,1,1483,male,MGDB,test,testMilkGood
67,14,Fondentebad,115,latteright,23,1,864,latte1,MGDB,test,testMilkGood
67,14,Fondentebad,117,goodright,23,1,524,ridere,MGDB,test,testMilkGood
67,14,Fondentebad,119,latteright,23,1,614,latte5,MGDB,test,testMilkGood
67,14,Fondentebad,121,badleft,18,1,727,agonia,MGDB,test,testMilkGood
68,10,Lattebad,2,badleft,18,1,995,disastro,DGMB,practice,practiceMilkBad
68,10,Lattebad,4,fondenteright,23,1,729,fond3,DGMB,practice,practiceMilkBad
68,10,Lattebad,6,badleft,18,1,883,nocivo,DGMB,practice,practiceMilkBad
68,10,Lattebad,8,latteleft,18,1,1361,latte1,DGMB,practice,practiceMilkBad
68,10,Lattebad,10,goodright,23,1,1223,meraviglioso,DGMB,practice,practiceMilkBad
68,10,Lattebad,12,fondenteright,23,1,1250,fond2,DGMB,practice,practiceMilkBad
68,10,Lattebad,14,badleft,18,1,783,odio,DGMB,practice,practiceMilkBad
68,10,Lattebad,16,latteleft,18,1,1052,latte7,DGMB,practice,practiceMilkBad
68,10,Lattebad,18,goodright,23,1,1005,gloria,DGMB,practice,practiceMilkBad
68,10,Lattebad,20,fondenteright,23,1,1002,fond4,DGMB,practice,practiceMilkBad
68,10,Lattebad,22,goodright,23,1,729,ridere,DGMB,practice,practiceMilkBad
68,10,Lattebad,24,fondenteright,23,1,506,fond1,DGMB,practice,practiceMilkBad
68,10,Lattebad,26,goodright,23,1,759,felicità,DGMB,practice,practiceMilkBad
68,10,Lattebad,28,latteleft,18,1,541,latte3,DGMB,practice,practiceMilkBad
68,10,Lattebad,30,goodright,23,1,1519,paradiso,DGMB,practice,practiceMilkBad
68,10,Lattebad,32,latteleft,18,1,548,latte5,DGMB,practice,practiceMilkBad
68,10,Lattebad,34,badleft,18,1,809,fallimento,DGMB,practice,practiceMilkBad
68,10,Lattebad,36,fondenteright,23,1,626,fond5,DGMB,practice,practiceMilkBad
68,10,Lattebad,38,goodright,23,1,950,eccellente,DGMB,practice,practiceMilkBad
68,10,Lattebad,40,fondenteright,18,0,834,fond7,DGMB,practice,practiceMilkBad
68,10,Lattebad,43,fondenteright,23,1,840,fond6,DGMB,test,testMilkBad
68,10,Lattebad,45,goodright,23,1,631,pace,DGMB,test,testMilkBad
68,10,Lattebad,47,fondenteright,23,1,462,fond5,DGMB,test,testMilkBad
68,10,Lattebad,49,goodright,23,1,655,stupendo,DGMB,test,testMilkBad
68,10,Lattebad,51,latteleft,18,1,673,latte6,DGMB,test,testMilkBad
68,10,Lattebad,53,goodright,23,1,669,amore,DGMB,test,testMilkBad
68,10,Lattebad,55,fondenteright,23,1,657,fond4,DGMB,test,testMilkBad
68,10,Lattebad,57,badleft,18,1,603,male,DGMB,test,testMilkBad
68,10,Lattebad,59,latteleft,23,0,537,latte4,DGMB,test,testMilkBad
68,10,Lattebad,61,badleft,18,1,1019,terribile,DGMB,test,testMilkBad
68,10,Lattebad,63,fondenteright,23,1,647,fond6,DGMB,test,testMilkBad
68,10,Lattebad,65,goodright,23,1,1037,piacere,DGMB,test,testMilkBad
68,10,Lattebad,67,fondenteright,23,1,1235,fond2,DGMB,test,testMilkBad
68,10,Lattebad,69,badleft,18,1,759,cattivo,DGMB,test,testMilkBad
68,10,Lattebad,71,latteleft,18,1,525,latte2,DGMB,test,testMilkBad
68,10,Lattebad,73,badleft,18,1,708,fastidioso,DGMB,test,testMilkBad
68,10,Lattebad,75,latteleft,18,1,552,latte7,DGMB,test,testMilkBad
68,10,Lattebad,77,goodright,23,1,1101,gioia,DGMB,test,testMilkBad
68,10,Lattebad,79,latteleft,18,1,608,latte5,DGMB,test,testMilkBad
68,10,Lattebad,81,badleft,18,1,815,brutto,DGMB,test,testMilkBad
68,10,Lattebad,83,latteleft,18,1,640,latte3,DGMB,test,testMilkBad
68,10,Lattebad,85,badleft,18,1,695,dolore,DGMB,test,testMilkBad
68,10,Lattebad,87,latteleft,18,1,552,latte2,DGMB,test,testMilkBad
68,10,Lattebad,89,badleft,18,1,1140,schifo,DGMB,test,testMilkBad
68,10,Lattebad,91,latteleft,18,1,432,latte6,DGMB,test,testMilkBad
68,10,Lattebad,93,badleft,18,1,796,agonia,DGMB,test,testMilkBad
68,10,Lattebad,95,latteleft,18,1,451,latte4,DGMB,test,testMilkBad
68,10,Lattebad,97,badleft,18,1,596,orribile,DGMB,test,testMilkBad
68,10,Lattebad,99,fondenteright,23,1,555,fond3,DGMB,test,testMilkBad
68,10,Lattebad,101,badleft,18,1,863,fastidioso,DGMB,test,testMilkBad
68,10,Lattebad,103,latteleft,18,1,587,latte1,DGMB,test,testMilkBad
68,10,Lattebad,105,goodright,23,1,783,bello,DGMB,test,testMilkBad
68,10,Lattebad,107,fondenteright,23,1,595,fond1,DGMB,test,testMilkBad
68,10,Lattebad,109,badleft,18,1,1591,male,DGMB,test,testMilkBad
68,10,Lattebad,111,fondenteright,23,1,674,fond7,DGMB,test,testMilkBad
68,10,Lattebad,113,goodright,23,1,1358,buono,DGMB,test,testMilkBad
68,10,Lattebad,115,fondenteright,23,1,596,fond5,DGMB,test,testMilkBad
68,10,Lattebad,117,goodright,23,1,667,bello,DGMB,test,testMilkBad
68,10,Lattebad,119,latteleft,18,1,575,latte4,DGMB,test,testMilkBad
68,10,Lattebad,121,goodright,23,1,705,felicità,DGMB,test,testMilkBad
68,14,Fondentebad,2,goodright,23,1,1865,ridere,MGDB,practice,practiceMilkGood
68,14,Fondentebad,4,fondenteleft,18,1,627,fond5,MGDB,practice,practiceMilkGood
68,14,Fondentebad,6,goodright,23,1,711,gioia,MGDB,practice,practiceMilkGood
68,14,Fondentebad,8,latteright,23,1,1758,latte2,MGDB,practice,practiceMilkGood
68,14,Fondentebad,10,badleft,18,1,1707,terribile,MGDB,practice,practiceMilkGood
68,14,Fondentebad,12,latteright,23,1,949,latte7,MGDB,practice,practiceMilkGood
68,14,Fondentebad,14,badleft,18,1,913,nocivo,MGDB,practice,practiceMilkGood
68,14,Fondentebad,16,latteright,23,1,1567,latte6,MGDB,practice,practiceMilkGood
68,14,Fondentebad,18,badleft,18,1,1077,brutto,MGDB,practice,practiceMilkGood
68,14,Fondentebad,20,latteright,23,1,1931,latte3,MGDB,practice,practiceMilkGood
68,14,Fondentebad,22,goodright,23,1,1570,piacere,MGDB,practice,practiceMilkGood
68,14,Fondentebad,24,latteright,23,1,1186,latte4,MGDB,practice,practiceMilkGood
68,14,Fondentebad,26,goodright,18,0,878,gloria,MGDB,practice,practiceMilkGood
68,14,Fondentebad,28,latteright,23,1,916,latte5,MGDB,practice,practiceMilkGood
68,14,Fondentebad,30,badleft,18,1,1603,fastidioso,MGDB,practice,practiceMilkGood
68,14,Fondentebad,32,fondenteleft,18,1,1064,fond4,MGDB,practice,practiceMilkGood
68,14,Fondentebad,34,goodright,23,1,971,paradiso,MGDB,practice,practiceMilkGood
68,14,Fondentebad,36,latteright,23,1,1860,latte1,MGDB,practice,practiceMilkGood
68,14,Fondentebad,38,goodright,23,1,1300,eccellente,MGDB,practice,practiceMilkGood
68,14,Fondentebad,40,latteright,23,1,975,latte6,MGDB,practice,practiceMilkGood
68,14,Fondentebad,43,fondenteleft,18,1,831,fond7,MGDB,test,testMilkGood
68,14,Fondentebad,45,goodright,23,1,675,bello,MGDB,test,testMilkGood
68,14,Fondentebad,47,fondenteleft,18,1,553,fond3,MGDB,test,testMilkGood
68,14,Fondentebad,49,goodright,23,1,774,meraviglioso,MGDB,test,testMilkGood
68,14,Fondentebad,51,fondenteleft,18,1,535,fond2,MGDB,test,testMilkGood
68,14,Fondentebad,53,badleft,18,1,817,male,MGDB,test,testMilkGood
68,14,Fondentebad,55,fondenteleft,18,1,530,fond1,MGDB,test,testMilkGood
68,14,Fondentebad,57,badleft,18,1,787,schifo,MGDB,test,testMilkGood
68,14,Fondentebad,59,latteright,23,1,759,latte4,MGDB,test,testMilkGood
68,14,Fondentebad,61,goodright,23,1,966,stupendo,MGDB,test,testMilkGood
68,14,Fondentebad,63,latteright,23,1,527,latte7,MGDB,test,testMilkGood
68,14,Fondentebad,65,goodright,23,1,598,pace,MGDB,test,testMilkGood
68,14,Fondentebad,67,latteright,23,1,437,latte2,MGDB,test,testMilkGood
68,14,Fondentebad,69,goodright,23,1,564,buono,MGDB,test,testMilkGood
68,14,Fondentebad,71,fondenteleft,18,1,434,fond6,MGDB,test,testMilkGood
68,14,Fondentebad,73,goodright,23,1,743,felicità,MGDB,test,testMilkGood
68,14,Fondentebad,75,fondenteleft,18,1,659,fond3,MGDB,test,testMilkGood
68,14,Fondentebad,77,badleft,18,1,765,fallimento,MGDB,test,testMilkGood
68,14,Fondentebad,79,fondenteleft,18,1,502,fond6,MGDB,test,testMilkGood
68,14,Fondentebad,81,badleft,18,1,735,disastro,MGDB,test,testMilkGood
68,14,Fondentebad,83,fondenteleft,18,1,441,fond7,MGDB,test,testMilkGood
68,14,Fondentebad,85,goodright,23,1,1168,amore,MGDB,test,testMilkGood
68,14,Fondentebad,87,fondenteleft,18,1,512,fond2,MGDB,test,testMilkGood
68,14,Fondentebad,89,badleft,18,1,989,odio,MGDB,test,testMilkGood
68,14,Fondentebad,91,latteright,23,1,496,latte3,MGDB,test,testMilkGood
68,14,Fondentebad,93,goodright,23,1,706,paradiso,MGDB,test,testMilkGood
68,14,Fondentebad,95,fondenteleft,18,1,510,fond5,MGDB,test,testMilkGood
68,14,Fondentebad,97,badleft,18,1,730,cattivo,MGDB,test,testMilkGood
68,14,Fondentebad,99,latteright,23,1,443,latte5,MGDB,test,testMilkGood
68,14,Fondentebad,101,badleft,18,1,675,dolore,MGDB,test,testMilkGood
68,14,Fondentebad,103,fondenteleft,18,1,585,fond1,MGDB,test,testMilkGood
68,14,Fondentebad,105,badleft,18,1,1678,orribile,MGDB,test,testMilkGood
